1,0,0
2,0,0
4,0,0
5,0,0
7,0,0
8,0,0
9,0,0
11,0,0
12,0,0
14,0,0
15,0,0
17,0,0
18,0,0
19,0,0
21,0,0
22,0,0
24,0,0
25,0,0
27,0,0
28,0,0
29,0,0
31,0,0
32,0,0
34,0,0
35,0,0
37,0,0
38,0,0
39,0,0
41,0,0
42,0,0
44,0,0
45,0,0
47,0,0
48,0,0
49,0,0
51,0,0
52,0,0
54,0,0
55,0,0
56,0,0
58,0,0
59,0,0
61,0,0
62,0,0
64,0,0
65,0,0
66,0,0
68,0,0
69,0,0
71,0,0
72,0,0
74,0,0
75,0,0
76,0,0
78,0,0
79,0,0
81,0,0
82,0,0
84,0,0
85,0,0
86,0,0
88,0,0
89,0,0
91,0,0
92,0,0
94,0,0
95,0,0
96,0,0
98,0,0
99,0,0
101,0,0
102,0,0
103,0,0
105,0,0
106,0,0
108,0,0
109,0,0
111,0,0
112,0,0
113,0,0
115,0,0
116,0,0
118,0,0
119,0,0
121,0,0
122,0,0
123,0,0
125,0,0
126,0,0
128,0,0
129,0,0
131,0,0
132,0,0
133,0,0
135,0,0
136,0,0
138,0,0
139,0,0
141,0,0
142,0,0
143,0,0
145,0,0
146,0,0
148,0,0
149,0,0
151,0,0
152,0,0
153,0,0
155,0,0
156,0,0
158,0,0
159,0,0
160,0,0
162,0,0
163,0,0
165,0,0
166,0,0
168,0,0
169,0,0
170,0,0
172,0,0
173,0,0
175,0,0
176,0,0
178,0,0
179,0,0
180,0,0
182,0,0
183,0,0
185,0,0
186,0,0
188,0,0
189,0,0
190,0,0
192,0,0
193,0,0
195,0,0
196,0,0
198,0,0
199,0,0
200,0,0
202,0,0
203,0,0
205,0,0
206,0,0
207,0,0
209,0,0
210,0,0
212,0,0
213,0,0
215,0,0
216,0,0
217,0,0
219,0,0
220,0,0
222,0,0
223,0,0
225,0,0
226,0,0
227,0,0
229,0,0
230,0,0
232,0,0
233,0,0
235,0,0
236,0,0
237,0,0
239,0,0
240,0,0
242,0,0
243,0,0
245,0,0
246,0,0
247,0,0
249,0,0
250,0,0
252,0,0
253,0,0
255,0,0
255,0,0
255,0,0
255,1,0
255,1,0
255,1,0
255,2,0
255,2,0
255,2,0
255,3,0
255,3,0
255,3,0
255,4,0
255,4,0
255,4,0
255,5,0
255,5,0
255,6,0
255,6,0
255,6,0
255,7,0
255,7,0
255,7,0
255,8,0
255,8,0
255,8,0
255,9,0
255,9,0
255,9,0
255,10,0
255,10,0
255,11,0
255,11,0
255,11,0
255,12,0
255,12,0
255,12,0
255,13,0
255,13,0
255,13,0
255,14,0
255,14,0
255,14,0
255,15,0
255,15,0
255,16,0
255,16,0
255,16,0
255,17,0
255,17,0
255,17,0
255,18,0
255,18,0
255,18,0
255,19,0
255,19,0
255,19,0
255,20,0
255,20,0
255,21,0
255,21,0
255,21,0
255,22,0
255,22,0
255,22,0
255,23,0
255,23,0
255,23,0
255,24,0
255,24,0
255,24,0
255,25,0
255,25,0
255,26,0
255,26,0
255,26,0
255,27,0
255,27,0
255,27,0
255,28,0
255,28,0
255,28,0
255,29,0
255,29,0
255,29,0
255,30,0
255,30,0
255,30,0
255,31,0
255,31,0
255,32,0
255,32,0
255,32,0
255,33,0
255,33,0
255,33,0
255,34,0
255,34,0
255,34,0
255,35,0
255,35,0
255,35,0
255,36,0
255,36,0
255,37,0
255,37,0
255,37,0
255,38,0
255,38,0
255,38,0
255,39,0
255,39,0
255,39,0
255,40,0
255,40,0
255,40,0
255,41,0
255,41,0
255,42,0
255,42,0
